PuzzleId,GeneratedThemes
ruZmi,defensiveMove hangingPiece short
ruanz,attraction sacrifice long
rum9z,attraction fork long
rumEB,mateIn2 mate sacrifice kingsideAttack short
rvYx5,mateIn1 mate kingsideAttack oneMove
rvamu,long
rvqnH,queenRookEndgame short
rvtSa,mateIn2 mate short
rwGQm,pin short
rwNp3,deflection kingsideAttack long
rwRcc,mateIn2 mate rookEndgame short
rwZQy,deflection advancedPawn long
rxQx5,mateIn1 mate oneMove
rxbNR,mateIn2 mate short
rxpfx,mateIn1 mate smotheredMate oneMove
rxq6j,deflection pin kingsideAttack short
rxzTf,defensiveMove rookEndgame long
ryKBi,mateIn1 mate queensideAttack oneMove
rz1cS,advancedPawn promotion rookEndgame long
s0DUj,mateIn1 mate oneMove
s0lPS,short
s0mgW,mateIn1 mate oneMove
s0uPN,kingsideAttack short
s1MfO,mateIn2 mate backRankMate rookEndgame short
s2Kw5,discoveredAttack exposedKing kingsideAttack long
s2Ymt,mateIn2 mate short
s2lQe,mateIn2 mate queensideAttack short
s2mpy,defensiveMove pawnEndgame short
s2stK,mateIn1 mate oneMove
s2yX4,mateIn2 mate short
s36cB,trappedPiece long
s3Kb8,pin short
s3ql9,advancedPawn quietMove sacrifice exposedKing intermezzo clearance promotion veryLong
s3ulY,short
s4DKl,short
s4O2g,mateIn1 mate oneMove
s4XC1,deflection kingsideAttack short
s4jeH,discoveredAttack short
s4jkq,attraction sacrifice fork long
s4kDC,skewer short
s4q36,long
s4r5q,mateIn2 mate discoveredAttack short
s4w2P,short
s5JHs,mateIn2 mate short
s5X8z,defensiveMove long
s5Yxe,attraction skewer rookEndgame veryLong
s5adI,mateIn1 mate oneMove
s5lQW,mateIn2 mate backRankMate short
s5tYT,pin long
s6XNI,mateIn2 mate short
s6lkA,sacrifice short
s6tdf,mateIn1 mate backRankMate hangingPiece oneMove
s7SWI,short
s7VuW,mateIn2 mate discoveredAttack kingsideAttack short
s8Dp4,defensiveMove interference long
s8UWX,fork intermezzo short
s8lfv,short
s8zM5,long
s9BDl,advancedPawn sacrifice promotion long
s9V3d,mateIn2 mate backRankMate sacrifice short
s9swQ,fork long
s9zjJ,fork short
sA7dh,attraction kingsideAttack long
sA9V4,fork long
sAU9M,skewer short
sAZ0e,mateIn3 mate sacrifice clearance kingsideAttack long
sAeF8,deflection discoveredAttack skewer short
sAsnA,skewer short
sBSMQ,short
sBbht,mateIn3 mate sacrifice kingsideAttack long
sCacn,mateIn1 mate oneMove
sCcdJ,mateIn1 mate hangingPiece rookEndgame oneMove
sCdzx,quietMove short
sCxlT,mateIn1 mate discoveredAttack oneMove
sDRXG,mateIn3 mate sacrifice long
sDUi7,attraction sacrifice fork long
sDWs6,mateIn1 mate oneMove
sDcv1,fork veryLong
sDpaF,kingsideAttack long
sDsHF,mateIn1 mate backRankMate hangingPiece oneMove
sEA6P,defensiveMove long
sENN8,pin short
sERKv,queensideAttack veryLong
sEYTe,mateIn2 mate short
sEgzo,mateIn1 mate kingsideAttack oneMove
sEkdH,mateIn2 mate rookEndgame short
sEl04,advancedPawn promotion short
sF5yT,fork short
sFOJa,deflection defensiveMove long
sFpHe,pawnEndgame veryLong
sFwpE,mateIn2 mate queensideAttack short
sGHsD,mateIn2 mate short
sGO00,mateIn1 mate oneMove
sGcu6,fork short
sGog5,defensiveMove short
sHRsX,fork long
sHVRe,quietMove pawnEndgame long
sINIL,mateIn2 mate clearance kingsideAttack short
sIamV,advancedPawn knightEndgame veryLong
sIv6Q,deflection advancedPawn pin promotion rookEndgame long
sJ3c5,mateIn3 mate deflection sacrifice discoveredAttack long
sJSJD,mateIn3 mate sacrifice long
sJio3,fork long
sJsyj,mateIn2 mate backRankMate xRayAttack short
sJzAP,pawnEndgame long
sK5PH,short
sKGB4,short
sKLdy,defensiveMove long
sKNw1,queensideAttack veryLong
sKPA3,quietMove veryLong
sLrqR,mateIn2 mate sacrifice fork short
sMHjY,mateIn2 mate rookEndgame short
sMMjy,rookEndgame short
sMaoz,mateIn4 mate backRankMate deflection sacrifice veryLong
sMnHb,mateIn1 mate oneMove
sN0ys,short
sN22y,short
sN5e9,mateIn3 mate attraction sacrifice long
sNPgm,mateIn1 mate kingsideAttack oneMove
sNRX0,mateIn1 mate oneMove
sNf96,kingsideAttack short
sNizB,mateIn2 mate sacrifice short
sNjKI,pawnEndgame long
sNl5q,advancedPawn clearance promotion long
sNuTZ,attraction capturingDefender rookEndgame long
sO3w8,fork long
sOC2u,long
sOIrR,mateIn1 mate oneMove
sPQNn,mateIn2 mate short
sPaZi,mateIn1 mate oneMove
sPmzy,pawnEndgame short
sPvFK,advancedPawn pin promotion rookEndgame short
sQ8Fv,mateIn1 mate kingsideAttack oneMove
sQFnB,mateIn1 mate oneMove
sQRZr,skewer short
sQSDA,mateIn2 mate short
sQbmM,mateIn2 mate attraction sacrifice pin short
sQpHU,sacrifice discoveredAttack long
sQuMB,mateIn2 mate short
sR25y,advancedPawn pawnEndgame short
sR4QY,fork short
sRDKW,mateIn2 mate deflection short
sREhE,skewer long
sSZX5,fork short
sSeyp,knightEndgame short
sSnzL,mateIn1 mate oneMove
sTIF9,pin kingsideAttack long
sTxbr,rookEndgame long
sUFB7,rookEndgame short
sUXFo,attraction advancedPawn fork veryLong
sUf42,mateIn2 mate short
sUrFH,deflection long
sV6NB,fork short
sV71G,mateIn1 mate hangingPiece kingsideAttack oneMove
sVFmR,quietMove defensiveMove long
sVQ4y,advancedPawn promotion long
sVRcK,advancedPawn quietMove rookEndgame short
sVY2C,pin clearance veryLong
sVfm8,advancedPawn short
sVwrk,advancedPawn pawnEndgame long
sW08V,mateIn1 mate oneMove
sWalf,fork short
sXGTJ,discoveredAttack veryLong
sXJqE,short
sXTr8,mateIn4 mate veryLong
sXcH4,mateIn1 mate oneMove
sYuLV,long
sZVSC,short
sZkxc,intermezzo short
sZxA6,mateIn1 mate rookEndgame oneMove
sa1ot,hangingPiece pin short
saCJa,pawnEndgame long
saTEl,mateIn1 mate oneMove
saU9Q,fork discoveredAttack exposedKing long
sabvB,discoveredAttack intermezzo short
sazPa,mateIn1 mate hangingPiece rookEndgame oneMove
sbC0x,defensiveMove skewer bishopEndgame long
sbKIX,quietMove long
sbOb7,quietMove fork veryLong
sblzK,exposedKing long
sbyTx,exposedKing long
scMNs,long
scuNG,mateIn1 mate oneMove
sd83v,mateIn2 mate short
sdHWV,pin short
sdPc9,defensiveMove long
sdPhW,fork short
sdcQr,defensiveMove long
sdkTN,mateIn1 mate oneMove
seJXw,mateIn1 mate oneMove
semeh,veryLong
sfWFq,short
sfa1E,attraction kingsideAttack short
sg2bp,advancedPawn promotion queenRookEndgame long
sgMsd,queenEndgame long
sgnaG,mateIn2 mate short
siGvF,deflection discoveredAttack short
siJZU,fork long
siX7e,mateIn1 mate oneMove
sis2i,pin short
sj36H,mateIn5 mate attraction sacrifice clearance queensideAttack veryLong
sjBYA,deflection short
sjQER,sacrifice fork exposedKing long
sjuRS,defensiveMove queenEndgame veryLong
skCwW,mateIn2 mate rookEndgame short
skMGA,fork short
skemb,mateIn3 mate exposedKing pin long
slAiR,queenRookEndgame short
slSHY,discoveredAttack short
slXpT,advancedPawn knightEndgame short
sln52,mateIn2 mate short
sls2U,fork discoveredAttack short
smaCp,mateIn2 mate queenEndgame short
smaxa,mateIn1 mate kingsideAttack oneMove
smemQ,mateIn1 mate oneMove
smhZ4,discoveredAttack short
sn3Ej,pin kingsideAttack veryLong
sn6p3,short
snCyb,fork long
snJ8t,pin long
snhvO,defensiveMove short
snkQj,deflection exposedKing queensideAttack long
snmHb,discoveredAttack short
snqgQ,mateIn3 mate sacrifice long
snzX3,short
so7Ue,attraction sacrifice fork long
soEZv,long
soMVn,quietMove pin veryLong
soiAB,deflection short
sowyI,short
spFV5,mateIn1 mate oneMove
spOrQ,mateIn2 mate short
spQwJ,long
speVW,long
sqKKx,long
sqTo1,mateIn2 mate short
sqZVj,bishopEndgame short
squUw,mateIn1 mate oneMove
sr5Rm,long
srKXu,mateIn1 mate doubleBishopMate oneMove
srdoG,pawnEndgame veryLong
srhv6,short
ss0cF,long
ss4xi,skewer long
ssjfa,exposedKing veryLong
sslEc,knightEndgame short
sstJy,long
st4Jh,mateIn1 mate anastasiaMate oneMove
st4dF,defensiveMove short
stMoJ,mateIn1 mate oneMove
stWYi,mateIn1 mate attackingF2F7 oneMove
stXCw,attraction defensiveMove long
stl5P,defensiveMove short
strca,rookEndgame short
stwqi,advancedPawn defensiveMove long
su1yP,defensiveMove rookEndgame short
suXZJ,mateIn1 mate kingsideAttack oneMove
suah5,attraction sacrifice fork long
sucxD,mateIn2 mate kingsideAttack short
suhVy,deflection pin veryLong
susS5,mateIn2 mate backRankMate fork short
sv0nj,short
sv5l1,defensiveMove hangingPiece short
sv9Dm,fork long
svAUt,mateIn1 mate backRankMate oneMove
svBEw,short
svzjp,defensiveMove short
swI39,quietMove defensiveMove veryLong
swaEQ,mateIn2 mate kingsideAttack short
swcHl,hangingPiece short
swm4g,sacrifice fork pin clearance long
swnVS,mateIn1 mate oneMove
sx20J,mateIn1 mate kingsideAttack oneMove
syRUX,deflection short
sykH7,fork short
symFq,mateIn1 mate oneMove
syxtu,mateIn1 mate oneMove
syyHV,short
sz9G1,short
szLbM,quietMove sacrifice bishopEndgame long
szTva,pin long
szUew,short
szlqN,mateIn2 mate rookEndgame short
szrxD,short
t01dP,mateIn1 mate kingsideAttack oneMove
t0NNY,attraction sacrifice fork long
t0aoT,advancedPawn sacrifice long
t0oGT,hangingPiece veryLong
t1AoR,mateIn1 mate oneMove
t1EmB,defensiveMove short
t1STI,intermezzo short
t1WnD,fork short
t1d5w,mateIn3 mate pin long
t2E2c,mateIn2 mate short
t2EWk,mateIn1 mate oneMove
t2S6c,short
t2Vjs,mateIn1 mate oneMove
t2XbL,deflection sacrifice fork veryLong
t2bvX,mateIn1 mate oneMove
t2fQd,short
t2wKT,mateIn2 mate rookEndgame short
t3Klv,sacrifice fork exposedKing veryLong
t3Qxg,mateIn2 mate queenRookEndgame short
t3wlb,mateIn2 mate discoveredAttack short
t41dk,long
t4CSI,mateIn2 mate kingsideAttack short
t4KI4,short
t58Fd,short
t5N3E,skewer short
t6FhZ,mateIn2 mate short
t6MbR,long
t6Ub4,pin short
t6iHl,mateIn2 mate short
t6r2B,mateIn2 mate short
t6x6Q,pin long
t75tl,short
t7Hrc,veryLong
t8DA6,mateIn3 mate long
t8It2,mateIn1 mate oneMove
t8SGL,long
t8qGA,mateIn2 mate discoveredAttack short
t8v1o,long
t909F,advancedPawn promotion pawnEndgame veryLong
t9VqO,mateIn2 mate kingsideAttack short
t9dJu,mateIn1 mate oneMove
t9lc5,short
tA0AI,mateIn2 mate kingsideAttack short
tADMm,quietMove pawnEndgame veryLong
tANas,clearance long
tAOug,advancedPawn quietMove long
tAfZU,mateIn1 mate rookEndgame oneMove
tAkrJ,mateIn2 mate backRankMate sacrifice xRayAttack short
tBFwZ,mateIn2 mate short
tBGjq,fork short
tBJ6f,sacrifice pin kingsideAttack veryLong
tBKMr,veryLong
tBgam,short
tBk25,fork veryLong
tBp1F,quietMove defensiveMove short
tBpyQ,pawnEndgame short
tBxaQ,short
tC5qg,mateIn1 mate kingsideAttack oneMove
tCE9a,mateIn2 mate deflection discoveredAttack short
tCFnn,veryLong
tCXi4,mateIn1 mate anastasiaMate oneMove
tCk2n,long
tCmor,mateIn3 mate long
tCqRx,mateIn4 mate attraction deflection sacrifice discoveredAttack exposedKing pin veryLong
tD1yQ,short
tDB2U,short
tDC6y,pin long
tDDUe,pawnEndgame short
tDGkG,mateIn1 mate oneMove
tDeAe,mateIn2 mate short
tEAYf,quietMove knightEndgame long
tECz2,mateIn1 mate oneMove
tEIpg,mateIn1 mate oneMove
tEiem,advancedPawn promotion long
tEosk,mateIn2 mate short
tF18O,mateIn4 mate sacrifice exposedKing veryLong
tFKeF,mateIn2 mate queensideAttack short
tFLsw,kingsideAttack short
tFQkq,sacrifice discoveredAttack long
tFSGv,mateIn1 mate kingsideAttack oneMove
tFU64,long
tG0FS,mateIn1 mate oneMove
tGIaX,short
tGNz2,mateIn1 mate oneMove
tGiYd,mateIn2 mate fork short
tGvEf,mateIn3 mate attraction sacrifice fork intermezzo long
tHb0X,discoveredAttack long
tHd49,deflection long
tHgfh,quietMove short
tHoxc,short
tI1KS,mateIn2 mate short
tI1tz,mateIn3 mate backRankMate deflection long
tICAN,short
tIeS1,short
tIlRD,advancedPawn short
tIzFG,quietMove pawnEndgame veryLong
tJCRv,mateIn2 mate deflection rookEndgame short
tJK5L,deflection kingsideAttack long
tJihg,mateIn1 mate oneMove
tJjRt,mateIn2 mate short
tKGHr,pin long
tKMIi,pin kingsideAttack long
tKhFk,long
tKoGc,mateIn2 mate discoveredAttack short
tL3aS,deflection rookEndgame short
tL5Ki,mateIn1 mate oneMove
tLBvW,quietMove pawnEndgame long
tLGyx,advancedPawn defensiveMove knightEndgame long
tLzDs,deflection skewer short
tMI16,mateIn2 mate kingsideAttack short
tMIxd,deflection fork long
tMNAZ,mateIn1 mate oneMove
tMlxy,defensiveMove clearance veryLong
tNB5g,mateIn1 mate oneMove
tNRrz,deflection kingsideAttack veryLong
tNpCd,rookEndgame veryLong
tO3Cl,mateIn3 mate backRankMate sacrifice fork long
tO5Of,mateIn1 mate oneMove
tOOMV,mateIn2 mate short
tOY8v,fork short
tOjOW,pin short
tPAkE,fork short
tPTVh,mateIn2 mate queensideAttack short
tPmeq,discoveredAttack long
tQbDR,mateIn2 mate kingsideAttack short
tQfFQ,skewer short
tQi8Z,mateIn2 mate rookEndgame short
tQlom,short
tQpYT,attraction fork long
tR09d,kingsideAttack short
tR9zu,fork long
tRBbE,long
tRXQp,advancedPawn bishopEndgame short
tS3HA,mateIn1 mate oneMove
tSCOt,mateIn1 mate rookEndgame oneMove
tSQKD,mateIn2 mate short
tSTv0,fork short
tSaXJ,mateIn2 mate kingsideAttack short
tSk15,pawnEndgame veryLong
tSvjT,fork pin veryLong
tSxdZ,mateIn1 mate oneMove
tTPJl,long
tTeBr,skewer queenEndgame long
tTy4i,deflection short
tUGm0,long
tUJEv,mateIn2 mate short
tUQBg,quietMove queenEndgame veryLong
tUZRf,sacrifice long
tVDfy,discoveredAttack short
tVHzq,mateIn2 mate pin short
tVniD,mateIn1 mate oneMove
tWUY3,pin short
tX152,mateIn1 mate rookEndgame oneMove
tXCyc,mateIn3 mate advancedPawn exposedKing promotion long
tXVC7,attraction sacrifice fork exposedKing long
tXaiC,intermezzo enPassant kingsideAttack long
tXh2q,discoveredAttack short
tY7fB,mateIn3 mate backRankMate sacrifice long
tYPaV,mateIn2 mate short
tYQpC,fork short
tYRyu,pin short
tYb5k,mateIn2 mate sacrifice short
tYlh6,fork short
tZR01,mateIn1 mate oneMove
tZWAM,short
tZXki,mateIn1 mate oneMove
tZen1,mateIn1 mate smotheredMate oneMove
tZgby,short
tZx6F,fork long
tZxVd,mateIn1 mate attackingF2F7 oneMove
taSj2,mateIn1 mate kingsideAttack oneMove
taSqp,long
taV0U,pin short
taZLa,sacrifice fork long
tagnT,mateIn1 mate oneMove
talLq,advancedPawn short
tazBC,deflection short
tb204,mateIn3 mate sacrifice long
tbPtW,advancedPawn short
tbhTm,fork short
tbu5r,short
tc4t1,pin capturingDefender short
tcdbX,bishopEndgame short
tczuD,short
tdGy2,mateIn3 mate sacrifice exposedKing long
tdVtH,fork short
tdqxm,deflection short
te0A7,mateIn1 mate rookEndgame oneMove
teBO2,mateIn1 mate kingsideAttack oneMove
teUWF,mateIn1 mate attackingF2F7 oneMove
tejRw,sacrifice fork long
tekIl,long
telj7,discoveredAttack kingsideAttack long
tetcp,trappedPiece short
teuDt,fork short
teuH1,mateIn2 mate rookEndgame short
tf3Qq,discoveredAttack short
tf65K,mateIn2 mate kingsideAttack short
tfHmV,mateIn2 mate short
tfWQv,advancedPawn promotion long
tfaQl,deflection advancedPawn promotion short
tfbwh,kingsideAttack short
tffRY,mateIn3 mate backRankMate rookEndgame long
tfpVJ,mateIn1 mate oneMove
tfwC5,short
tgYcz,discoveredAttack bishopEndgame short
tgdp9,pin long
tgh6e,discoveredAttack kingsideAttack short
tgnlB,fork short
tgqYu,mateIn2 mate backRankMate short
tgtlC,fork long
thBYK,short
thBoX,mateIn1 mate oneMove
thUYc,sacrifice long
thYl3,skewer rookEndgame short
thZnQ,fork discoveredAttack long
thxxb,mateIn3 mate smotheredMate doubleCheck sacrifice kingsideAttack long
thyHQ,long
ti0oW,mateIn1 mate oneMove
tiGA6,discoveredAttack short
tiVUr,sacrifice kingsideAttack long
tiZue,defensiveMove long
tipMD,long
tiqdL,mateIn1 mate oneMove
tj5gf,mateIn1 mate oneMove
tj9JB,sacrifice pin kingsideAttack veryLong
tjDAw,short
tjiVV,mateIn2 mate backRankMate short
tjmGd,mateIn2 mate short
tjnqP,kingsideAttack short
tkbpt,mateIn3 mate attraction sacrifice long
tkowg,queensideAttack short
tkpdB,advancedPawn promotion rookEndgame veryLong
tl3BF,short
tlEhk,mateIn2 mate short
tlbKv,mateIn1 mate oneMove
tll1D,rookEndgame long
tm05X,queensideAttack short
tm2ee,mateIn2 mate attraction sacrifice kingsideAttack short
tm3Hz,hangingPiece veryLong
tmJso,mateIn2 mate short
tmWYB,fork short
tmoS8,fork long
tmzJe,short
tnSW8,discoveredAttack short
tnrgl,pin short
tnv1c,mateIn2 mate backRankMate short
to0Hp,skewer long
to34R,mateIn3 mate sacrifice long
toC8D,long
toDY3,fork short
toHV5,quietMove long
toLXb,pin capturingDefender long
tpHFe,skewer short
tphMS,fork short
tpkDW,mateIn1 mate oneMove
tpwhE,mateIn1 mate oneMove
tq6lO,long
tqAXM,mateIn3 mate hookMate sacrifice long
tqAho,mateIn1 mate kingsideAttack oneMove
tqE5o,fork short
tqXcz,advancedPawn quietMove knightEndgame veryLong
tqYhX,long
tr29x,mateIn2 mate backRankMate queenEndgame short
truDb,mateIn2 mate short
ts9GJ,short
tsKLv,mateIn1 mate queenEndgame oneMove
tsPYn,fork long
tspJv,short
tsqQd,rookEndgame long
tssEi,fork short
tssuh,mateIn2 mate sacrifice short
tswPN,mateIn1 mate oneMove
ttCrl,short
ttUHj,mateIn1 mate oneMove
ttYg5,fork short
ttqCb,mateIn2 mate short
tuMCs,advancedPawn hangingPiece long
tuUf6,short
tueNF,short
tufRH,intermezzo short
tur97,mateIn1 mate kingsideAttack oneMove
tvDwN,attraction sacrifice pin kingsideAttack veryLong
tvFS5,short
tvIpu,advancedPawn promotion rookEndgame veryLong
tvND3,kingsideAttack long
twlcP,mateIn2 mate short
twwEL,mateIn2 mate backRankMate fork short
tx3X1,mateIn2 mate backRankMate short
txyPb,mateIn1 mate kingsideAttack oneMove
tyHdb,short
tyToK,defensiveMove short
tyc2I,short
tylal,mateIn1 mate kingsideAttack oneMove
tyuV3,fork long
tywOa,short
tyzq9,mateIn1 mate kingsideAttack oneMove
tz037,mateIn1 mate oneMove
tzBeX,fork short
tzHju,advancedPawn promotion short
tzHsZ,mateIn1 mate oneMove
tzanN,quietMove short
u004J,attraction pin veryLong
u08hy,mateIn2 mate fork short
u0Ltx,mateIn2 mate kingsideAttack short
u0RWs,advancedPawn quietMove rookEndgame veryLong
u0ZJI,mateIn1 mate oneMove
u0eGp,pawnEndgame short
u0qZa,mateIn1 mate doubleBishopMate kingsideAttack oneMove
u1Fzb,mateIn1 mate hookMate oneMove
u1Gn7,mateIn1 mate oneMove
u1PiM,mateIn1 mate hangingPiece oneMove
u1cPH,mateIn1 mate attackingF2F7 oneMove
u222g,deflection advancedPawn sacrifice promotion veryLong
u2Dqq,mateIn2 mate short
u2LuJ,advancedPawn defensiveMove sacrifice long
u2aAf,advancedPawn short
u3GpK,mateIn2 mate doubleCheck fork short
u3JUz,mateIn2 mate kingsideAttack short
u3QFh,mateIn1 mate oneMove
u3aWV,fork long
u3eHD,fork long
u3hrq,attraction advancedPawn fork exposedKing promotion veryLong
u3qyV,mateIn1 mate oneMove
u3uCx,interference kingsideAttack short
u445H,mateIn1 mate oneMove
u4CMb,mateIn3 mate long
u4HED,long
u4KLL,fork short
u4KRO,short
u4cmh,mateIn1 mate oneMove
u4pgy,mateIn3 mate sacrifice fork clearance long
u5C2o,discoveredAttack long
u5fGU,mateIn1 mate oneMove
u5j5X,attraction fork discoveredAttack long
u5zB1,short
u664X,mateIn2 mate short
u66Dy,fork short
u6Znq,advancedPawn bishopEndgame short
u6brO,fork short
u6rtn,mateIn1 mate oneMove
u70Lf,hangingPiece short
u76l4,advancedPawn rookEndgame long
u7Vph,mateIn2 mate sacrifice discoveredAttack short
u7gif,fork capturingDefender long
u8Cwy,fork short
u8JOB,queensideAttack long
u8UV2,discoveredAttack exposedKing long
u8ZOD,intermezzo kingsideAttack long
u8eJt,short
u8jb3,mateIn1 mate oneMove
u9Cvz,long
u9Vzc,fork short
u9a1a,advancedPawn rookEndgame short
u9fxT,short
u9qJL,quietMove skewer rookEndgame veryLong
u9qfU,mateIn3 mate attraction sacrifice long
u9vpY,attraction discoveredAttack exposedKing pin long
uA6tO,discoveredAttack short
uAbiu,short
uAn7h,deflection rookEndgame short
uB4SX,mateIn1 mate kingsideAttack oneMove
uBDGW,advancedPawn long
uBTvM,short
uC4E7,pin short
uCIfg,fork exposedKing pin long
uCLVC,mateIn1 mate oneMove
uCoF6,short
uCoXa,discoveredAttack short
uD4SQ,mateIn1 mate oneMove
uDfVn,defensiveMove short
uDms0,pin long
uDx81,attraction short
uEB32,discoveredAttack short
uEI9N,mateIn2 mate rookEndgame short
uEXDJ,mateIn2 mate backRankMate sacrifice short
uErXJ,mateIn1 mate oneMove
uF7RQ,mateIn1 mate oneMove
uFCeG,quietMove trappedPiece bishopEndgame long
uFNY2,advancedPawn rookEndgame long
uFiVw,fork short
uFr9l,advancedPawn defensiveMove promotion knightEndgame long
uG1vU,mateIn2 mate backRankMate short
uG3WI,mateIn1 mate attackingF2F7 oneMove
uGB2w,quietMove xRayAttack kingsideAttack long
uGFUN,fork short
uGGeH,long
uGRlN,deflection fork pin long
uGx1G,advancedPawn promotion rookEndgame veryLong
uHJdw,long
uHXV8,mateIn2 mate short
uHa0q,fork long
uHhVL,fork long
uHqfM,deflection long
uHuJT,defensiveMove long
uHy2H,mateIn1 mate oneMove
uHzZZ,mateIn1 mate attackingF2F7 oneMove
uI21C,defensiveMove short
uIKU7,mateIn1 mate oneMove
uITMV,pin short
uIV8H,mateIn1 mate oneMove
uIt3O,xRayAttack short
uJ6jl,fork hangingPiece long
uJBxe,discoveredAttack interference short
uJCH6,mateIn4 mate advancedPawn sacrifice promotion veryLong
uJNyu,short
uJSZP,short
uJq9A,defensiveMove pawnEndgame long
uJqVN,attraction sacrifice capturingDefender long
uKFZu,long
uKZLa,quietMove long
uKb2q,mateIn2 mate backRankMate short
uKch4,mateIn1 mate oneMove
uKrG9,mateIn1 mate oneMove
uL2eu,mateIn2 mate short
uLTJO,mateIn2 mate discoveredAttack short
uLcGH,advancedPawn long
uLjXY,quietMove pin short
uLkA5,mateIn1 mate oneMove
uLtx8,attraction sacrifice fork long
uMbe5,mateIn2 mate deflection pin short
uMgei,mateIn1 mate kingsideAttack oneMove
uMoId,mateIn1 mate kingsideAttack oneMove
uNE3t,long
uNLt0,mateIn1 mate oneMove
uNWZ4,defensiveMove long
uNbpA,hangingPiece short
uNpuQ,short
uO3gu,short
uONQe,defensiveMove hangingPiece pin long
uOYEl,mateIn2 mate queensideAttack short
uOa30,defensiveMove long
uObqz,mateIn3 mate pin long
uOeMb,advancedPawn promotion knightEndgame short
uOmur,defensiveMove long
uP6Th,fork short
uP9nN,short
uP9oI,attraction sacrifice fork long
uPDV3,knightEndgame short
uPSQR,pin short
uPggL,short
uQ6FX,advancedPawn defensiveMove rookEndgame veryLong
uQ78p,attraction exposedKing pin kingsideAttack long
uQWKy,sacrifice long
uQzUs,kingsideAttack short
uRBEg,long
uRYXg,pawnEndgame short
uRepA,mateIn1 mate oneMove
uRqQm,mateIn3 mate attraction sacrifice kingsideAttack long
uSBCx,attraction sacrifice fork long
uSI77,mateIn2 mate short
uSMWP,quietMove knightEndgame veryLong
uSPXi,mateIn3 mate kingsideAttack long
uSZal,attraction sacrifice skewer long
uSmSo,mateIn1 mate oneMove
uSmtA,mateIn2 mate discoveredAttack short
uSn5i,short
uSwlt,mateIn2 mate sacrifice short
uTN0N,advancedPawn bishopEndgame short
uTV1J,mateIn2 mate short
uTV1K,advancedPawn promotion short
uTsjA,mateIn2 mate backRankMate sacrifice short
uTxLP,quietMove pawnEndgame veryLong
uTy07,mateIn2 mate backRankMate short
uUD5Z,fork short
uUeRd,mateIn4 mate deflection sacrifice veryLong
uUfoS,pawnEndgame long
uUvP1,fork exposedKing long
uVJtx,deflection short
uVo2Q,mateIn2 mate backRankMate sacrifice short
uW8pg,mateIn2 mate attraction sacrifice pin kingsideAttack short
uWOwx,short
uWciM,mateIn1 mate oneMove
uWwap,advancedPawn defensiveMove exposedKing knightEndgame long
uXYna,trappedPiece long
uXqeI,kingsideAttack short
uXrty,short
uXzWa,long
uYJmv,quietMove veryLong
uYNF2,quietMove clearance long
uZ7Xw,deflection short
uZjhF,mateIn2 mate pin kingsideAttack short
uZu9g,mateIn2 mate backRankMate hangingPiece short
uaXz4,mateIn1 mate oneMove
uaZMj,fork short
uahDe,advancedPawn sacrifice long
uasZS,skewer long
ubFUE,mateIn1 mate oneMove
ubIXs,mateIn2 mate short
ubLcI,short
ubksE,long
ubwpG,mateIn1 mate oneMove
ubxcC,mateIn1 mate backRankMate oneMove
ucBSE,mateIn3 mate sacrifice long
ucCkw,mateIn3 mate backRankMate sacrifice long
ucD67,quietMove rookEndgame veryLong
ucEra,mateIn2 mate short
ucPQ4,pin queensideAttack short
uccZ7,mateIn2 mate advancedPawn promotion short
ucdNb,mateIn1 mate attackingF2F7 oneMove
uciBa,discoveredAttack exposedKing long
ucvRt,queenEndgame veryLong
ud8VA,mateIn1 mate oneMove
udDyQ,mateIn1 mate oneMove
udL6t,fork short
udQvL,long
udYcQ,mateIn2 mate sacrifice short
udiW9,fork long
udkPA,mateIn1 mate oneMove
uehLD,long
uesuS,mateIn1 mate oneMove
uf8kk,fork queenRookEndgame short
ufXGZ,mateIn1 mate oneMove
ug3Ak,deflection fork veryLong
ugSLZ,mateIn1 mate oneMove
ugtKa,fork long
uh3y9,defensiveMove short
uh4yE,long
uhE4I,long
uhMzj,short
uhT2v,kingsideAttack short
uiAhD,veryLong
uiF4K,long
uiNfa,mateIn1 mate oneMove
uiYRY,mateIn1 mate oneMove
uj6KY,long
uj7Bo,mateIn3 mate sacrifice long
ujJAV,short
ujQvH,short
ujcv9,mateIn2 mate short
ukNP5,pawnEndgame short
ukSLA,defensiveMove long
uklWl,deflection short
ukteY,mateIn1 mate oneMove
ul7gh,mateIn1 mate discoveredAttack oneMove
ulC8n,mateIn4 mate deflection exposedKing veryLong
ulDaN,veryLong
ulFCV,mateIn2 mate backRankMate short
ulG8X,short
ulck6,short
uljUS,mateIn2 mate queensideAttack short
um0IF,fork short
um0jd,knightEndgame long
umKiA,long
umX1u,queenEndgame long
umZ3n,mateIn3 mate sacrifice intermezzo long
unP6O,mateIn2 mate backRankMate xRayAttack short
unrhG,mateIn2 mate short
unulv,long
uoMGI,mateIn1 mate oneMove
uoXPK,pin veryLong
uokyi,mateIn1 mate oneMove
uosQo,mateIn1 mate oneMove
uoxU2,defensiveMove long
up5nO,fork short
upWOP,mateIn3 mate deflection fork exposedKing long
upX7w,short
upZIP,short
upcsD,deflection advancedPawn exposedKing promotion rookEndgame long
uphaJ,defensiveMove pawnEndgame long
uqATw,quietMove defensiveMove rookEndgame long
