PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,GameDate
uUfoS,8/8/8/4p3/8/5P2/1k3K2/8 b - - 1 66,b2c3 f2e3 c3c4 e3e4 c4c5 e4e5,1005,151,100,57,endgame,https://lichess.org/46V1XrEf/black#132,,,2026-06-01
uUvP1,r5kr/2q3b1/p4n1p/6p1/1N2N3/8/PPP2PPP/R2Q2K1 b - - 0 22,f6e4 d1d5 c7f7 d5a8 g8h7 a8e4,1519,126,100,21,middlegame,https://lichess.org/wBSugdOl/black#44,,,2026-06-05
uVJtx,8/1p1n4/5p2/2p2k1P/3pNb2/1P3K2/8/3R4 w - - 2 40,b3b4 d7e5 f3g2 f5e4,1038,120,100,16,endgame,https://lichess.org/SLRbs1P1#79,,,2026-06-04
uVo2Q,6r1/1k1r4/pp6/5p1p/PP1qp3/6Q1/5PPP/2R3K1 w - - 0 28,g3g8 d4d1 c1d1 d7d1,1118,94,100,64,endgame master,https://lichess.org/yBRxVKE8#55,,,2026-06-01
uW8pg,rn1q1rk1/pp4b1/2p3Q1/3p2N1/3P4/2N5/PPP2P2/1K5R b - - 2 23,f8f6 h1h8 g8h8 g6h7,1474,199,100,4,middlegame,https://lichess.org/0QDXDGry/black#46,,,2026-06-07
uWOwx,6k1/3b1pb1/2p2npp/p1B1q3/8/P4BP1/1rQ1PP1P/R2R2K1 w - - 0 23,c5d4 e5d4 d1d4 b2c2,1327,301,100,7,master middlegame,https://lichess.org/vbs0GsSB#45,,,2026-06-07
uWciM,rnb2rk1/pp2ppbp/1qpp2p1/3P4/2P1PPn1/2NB4/PP1B2PP/R2QK1NR w KQ - 6 10,c3a4 b6f2,1459,221,100,12,middlegame,https://lichess.org/rRwubSK9#19,Old_Indian_Defense Old_Indian_Defense_Other_variations,,2026-06-07
uWwap,2k5/5p2/1KPP2pp/5p2/p2n4/5P2/P7/8 b - - 0 50,h6h5 d6d7 c8d8 c6c7 d8d7 b6b7,1901,75,100,86,endgame,https://lichess.org/Q1gx7fSF/black#100,,,2026-06-01
uXYna,r1bq1rk1/p1p3pp/2pb4/4pn2/3pN3/3P1N1P/PPP2PP1/R1BQK2R b KQ - 1 11,f5h4 f3h4 d8h4 c1g5 h4e4 d3e4,2079,80,100,41,opening,https://lichess.org/lv9Cptj3/black#22,Nimzowitsch_Defense Nimzowitsch_Defense_Pseudo-Spanish_Variation,,2026-06-06
uXqeI,3r1rk1/5pp1/2pqp1p1/pp5P/4P3/1B1P3Q/P5P1/5R1K b - - 0 37,a5a4 h5g6 f7g6 b3e6,1500,500,100,0,endgame,https://lichess.org/zcoGTzLq/black#74,,,2026-06-08
uXrty,r5kr/5p1p/p5p1/1p2Q3/8/6R1/P1P1PP1q/4K1R1 w - - 3 31,g3g6 h7g6 e5h2 h8h2,1291,86,100,86,endgame,https://lichess.org/s6Do8DSy#61,,,2026-06-03
uXzWa,r2q1rk1/1p1bb1p1/n3p1B1/p2p4/3P1p2/2P3B1/PP1N1PPP/R2QR1K1 b - - 0 15,f4g3 d1h5 g3f2 g1h1 f2e1q a1e1,1611,118,100,31,opening,https://lichess.org/SvtpoJ3i/black#30,Ware_Defense Ware_Defense_Other_variations,,2026-06-07
uYJmv,2k1r3/p1p5/1p3Q2/2qN4/B1P5/3n3P/PP1r2P1/5R1K b - - 1 23,e8e2 a4c6 d3f2 f1f2 e2e1 f2f1 e1f1 f6f1,2281,115,100,25,middlegame,https://lichess.org/1XaW2Igy/black#46,,,2026-06-01
uYNF2,2r4r/1q3k1p/2pBp1p1/4QpP1/4p3/P6P/1P3P2/4R1K1 b - - 0 27,h8e8 e5f6 f7g8 d6e5 e8f8 f6h8,1154,314,100,2,endgame,https://lichess.org/tHmxP0H8/black#54,,,2026-06-06
uZ7Xw,1N6/4p3/3pB2k/2pP3p/Pp4p1/1K6/1R6/r7 w - - 0 47,b2a2 c5c4 b3c4 a1a2,1868,90,100,25,endgame,https://lichess.org/6gJq496g#93,,,2026-06-06
uZjhF,r5k1/p5pp/np6/2pPNr1n/2P1P2q/PQN5/1P4PP/R6K w - - 0 23,e4f5 h5g3 h1g1 h4d4,1651,155,100,18,middlegame,https://lichess.org/mWi4TGUT#45,,,2026-06-07
uZu9g,rn3rQ1/pp1k4/2p5/3p1b2/1P6/PB6/2PPRPPP/q1B4K w - - 0 20,g8f8 a1c1 e2e1 c1e1,1127,292,100,3,middlegame,https://lichess.org/boChSk9I#39,,,2026-06-01
uaXz4,6r1/pQ2kp1p/5p2/4p3/8/P4P1P/P3q1P1/3R2K1 b - - 0 32,e7e6 b7d7,1234,290,100,13,endgame,https://lichess.org/jUqYn4Lk/black#64,,,2026-06-08
uaZMj,1r4k1/1r3p1p/3p2p1/3P4/4N3/8/1P3RPP/6K1 b - - 3 26,b7d7 e4f6 g8g7 f6d7,1021,171,100,8,endgame,https://lichess.org/ATjUXUgG/black#52,,,2026-06-05
uahDe,8/8/p7/7p/1PN1k3/P2p2P1/1B1K1r1P/8 w - - 2 52,d2c3 f2c2 c3b3 c2c4 b3c4 d3d2,1395,143,100,92,endgame,https://lichess.org/tqJAIKCr#103,,,2026-06-04
uasZS,1kr5/pp2r1p1/1p6/1P1p2P1/P5BP/2P5/5RK1/8 b - - 2 40,c8c3 f2f8 b8c7 f8c8 c7d6 c8c3,967,108,100,27,endgame,https://lichess.org/Fjb0wBIY/black#80,,,2026-06-01
ubFUE,8/Rprk2p1/2b1pp1p/8/1Q1P1P2/2P5/4q1PP/5RK1 w - - 2 36,a7a1 e2g2,1036,211,100,11,endgame,https://lichess.org/YNN5p3O6#71,,,2026-06-06
ubIXs,3rk2r/pp4Qp/2ppbR2/4q3/3nP3/2N5/PPP3PP/5RK1 b - - 6 18,h8g8 f6f8 g8f8 f1f8,1666,169,100,10,middlegame,https://lichess.org/XmpP2NYd/black#36,Italian_Game Italian_Game_Rosentreter_Gambit,,2026-06-08
ubLcI,4r1k1/1p4pp/p2b1p2/5P2/8/2B5/PPP5/3R3K b - - 1 26,e8d8 c3a5 d8c8 d1d6,2020,80,100,63,endgame,https://lichess.org/qxotURqq/black#52,,,2026-06-02
ubksE,6k1/3b3p/5ppK/3Q4/1q1PrP2/p1r5/6PP/2R4R b - - 0 34,g8h8 d5f7 b4e7 f7e7 e4e7 c1c3,2070,77,100,95,middlegame,https://lichess.org/KxYzzYz3/black#68,,,2026-06-04
ubwpG,rn1q2k1/ppp3P1/6B1/3pB1N1/7P/2P2b2/PPP2r2/2K4R b - - 3 18,f3h1 g6h7,1595,97,100,36,middlegame,https://lichess.org/sIr2jmrC/black#36,Alekhine_Defense Alekhine_Defense_Samisch_Attack,,2026-06-05
ubxcC,6k1/5ppp/4p3/3n4/2rN4/R6P/5PP1/6K1 b - - 0 30,c4d4 a3a8,802,218,100,6,endgame,https://lichess.org/Mqb7CiDZ/black#60,,,2026-06-02
ucBSE,r4k2/ppp2pp1/6np/8/3P1Pq1/2PBQ3/PP3P1P/4R2K b - - 8 28,g6f4 e3e7 f8g8 e7e8 a8e8 e1e8,1276,77,100,113,endgame,https://lichess.org/KwhSX5cT/black#56,,,2026-06-01
ucCkw,1k1r4/2p4p/4B3/pp2P3/5p2/4Q3/PPP4q/2K3R1 w - - 2 25,e3c5 h2d2 c1b1 d2d1 g1d1 d8d1,1145,109,100,36,endgame,https://lichess.org/zxv89uPi#49,,,2026-06-02
ucD67,8/8/4R3/7p/P1Pk2p1/2r1p3/4K2P/8 b - - 0 37,d4c4 e6c6 c4b3 c6c3 b3c3 a4a5 c3c4 a5a6,1476,169,100,18,endgame,https://lichess.org/EUy2ZJWi/black#74,,,2026-06-07
ucEra,3r3r/2pk4/n2b1B2/P2Q4/R2P2n1/2P2NPq/4P2P/1R4K1 b - - 0 24,g4f6 f3e5 d7e8 d5f7,1684,78,100,72,middlegame,https://lichess.org/87ecdpDp/black#48,,,2026-06-06
ucPQ4,r3k2r/2q1bpp1/p2p1n1p/np1Pp3/5P2/P5B1/1PPQN1PP/2KR1B1R w kq - 1 16,f4e5 a5b3 c1b1 b3d2,1562,79,100,92,middlegame,https://lichess.org/IVyo29li#31,Sicilian_Defense Sicilian_Defense_Kan_Variation,,2026-06-05
uccZ7,2r3k1/5p1q/b2bpBp1/4p1P1/p2pP3/3P4/1p1KB1Q1/7R w - - 0 39,h1h7 d6b4 d2d1 b2b1q,1373,79,100,60,middlegame,https://lichess.org/wuBo6hB3#77,,,2026-06-04
ucdNb,r4rk1/pb3ppp/1p2p3/2ppPq2/4n3/2PBPNP1/PP3PP1/R2QK2R w KQ - 3 15,f3h4 f5f2,980,148,100,25,middlegame,https://lichess.org/AifrG1P0#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,,2026-06-02
uciBa,6k1/5p1p/5npb/2p1pP2/8/1PN2BPP/1Bpr4/2R2K2 w - - 2 35,c3e4 f6e4 f3e4 d2d1 f1e2 h6c1,1831,81,100,32,middlegame,https://lichess.org/YXvjTEuy#69,,,2026-06-05
ucvRt,6k1/6p1/1p1P3p/p7/5q2/P2Q3P/6PK/8 w - - 3 33,d3g3 f4g3 h2g3 g8f7 d6d7 f7e7 d7d8q e7d8,1494,77,100,89,endgame,https://lichess.org/02YKKKNd#65,,,2026-06-04
ud8VA,2k3r1/ppp4p/8/8/4pr2/1PP4b/P3Pb1P/R1BR3K w - - 0 23,c1f4 h3g2,1128,140,100,27,endgame,https://lichess.org/RtpJGagv#45,,,2026-06-01
udDyQ,r2q1rk1/p1p2pp1/1p2pP2/3b2NQ/1b1P4/8/PP3PPP/R1BR2K1 b - - 0 16,d8f6 h5h7,1035,128,100,19,middlegame,https://lichess.org/v60rpSdi/black#32,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense,,2026-06-03
udL6t,6k1/7p/7K/3N1pPP/4r3/8/8/8 b - - 0 49,f5f4 d5f6 g8h8 f6e4,1101,143,100,10,endgame,https://lichess.org/NOppVB4c/black#98,,,2026-06-02
udQvL,2r2rk1/pp1qbpp1/2n1pn1p/3p4/QP1P2bB/2P2N2/P2NBPPP/2R1R1K1 b - - 2 14,c6d4 a4d7 d4e2 e1e2 f6d7 h4e7,1087,227,100,9,middlegame,https://lichess.org/69VkkHIl/black#28,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation,,2026-06-06
udYcQ,2br4/p2k1p2/1p3Q2/6Pq/2pN1b2/2P5/PP2R3/5K2 b - - 7 36,f4d6 e2e7 d6e7 f6c6,1915,75,67,87,middlegame,https://lichess.org/5O3BlTYU/black#72,,,2026-06-03
udiW9,r5k1/2p4p/1p4p1/5q1r/2PP1B2/P3PRQ1/2b1K1P1/2R5 w - - 5 32,f4c7 f5d3 e2f2 d3d2 f2g1 d2c1,1054,85,100,32,master middlegame,https://lichess.org/w6e8sEjo#63,,,2026-06-05
udkPA,6k1/1p3p1p/p2pr1p1/P7/R1P4b/3B1K1P/1B1Q2Pq/8 w - - 1 35,c4c5 h2g3,1082,180,100,18,master middlegame,https://lichess.org/mUwmVTUJ#69,,,2026-06-02
uehLD,r3r1k1/pp2qpp1/2p2n1p/2N4b/3Pp3/P1N1P3/1PQ2PPP/2R2RK1 w - - 6 19,c5e4 f6e4 c2e4 e7e4 c3e4 e8e4,1416,227,100,14,middlegame,https://lichess.org/WOMp8tm7#37,,,2026-06-07
uesuS,6k1/p4p1p/5Qp1/1P1p4/1Pp5/3q3r/4n1PK/R6R w - - 0 32,g2h3 d3g3,865,120,100,24,endgame master,https://lichess.org/A7CRe9AN#63,,,2026-06-07
uf8kk,8/5p1k/7p/5Pp1/3q2P1/1R5P/1P1KR3/8 w - - 5 48,d2c2 d4c4 b3c3 c4e2,920,351,100,2,endgame,https://lichess.org/uK3xb0a9#95,,,2026-06-03
ufXGZ,6r1/1k5r/3bN3/p2p1p2/P2P1K2/4P3/5P1P/R1R5 w - - 7 37,f4f5 h7f7,1421,78,100,94,endgame,https://lichess.org/eCziHJtq#73,,,2026-06-03
ug3Ak,2r2k2/R4pp1/3p3p/3PpPq1/Q3B3/7P/6P1/7K w - - 1 44,a4a3 c8c1 h1h2 g5f4 a3g3 c1h1 h2h1 f4g3,1570,165,100,5,endgame,https://lichess.org/aP0BaA3C#87,,,2026-06-07
ugSLZ,Q5k1/p6p/1p1pr1pB/2p2q2/2Pb1P2/1P1P4/P5KP/5R2 b - - 3 29,g8f7 a8f8,1014,337,100,4,endgame,https://lichess.org/shfyUoAb/black#58,,,2026-06-06
ugtKa,2kr3r/ppp3pp/2q1nb2/8/8/1QP4P/PP3PP1/RNB1R1K1 w - - 0 17,b3e6 c6e6 e1e6 d8d1 g1h2 d1c1,1301,109,100,34,middlegame,https://lichess.org/yQE7Fnxs#33,Bishops_Opening Bishops_Opening_Berlin_Defense,,2026-06-03
uh3y9,1k1r3r/ppp3p1/7p/1Q6/3Pp3/2P1R1P1/q1P3KP/1R6 b - - 2 21,a2c2 e3e2 c2b1 b5b1,1550,78,100,136,endgame,https://lichess.org/YCszglWG/black#42,,,2026-06-01
uh4yE,8/R3r3/2pk2p1/1p4P1/pP4K1/P6P/8/8 w - - 0 55,a7e7 d6e7 g4f3 c6c5 b4c5 b5b4,1927,84,100,34,endgame master,https://lichess.org/hvJAUTLf#109,,,2026-06-05
uhE4I,rnb2rk1/ppp2ppp/8/8/7q/2N5/PPPKP1PP/R1BQ1BNR w - - 4 9,e2e3 h4f2 f1e2 f8d8 c3d5 d8d5,2039,77,100,55,opening,https://lichess.org/4dcp2kWc#17,Englund_Gambit Englund_Gambit_Other_variations,,2026-06-04
uhMzj,r2k3r/1Q2p2p/3p1ppB/3P3n/1N2P3/q7/P4P2/6K1 b - - 7 31,a8c8 b4c6 c8c6 d5c6,1723,79,100,139,middlegame,https://lichess.org/LUR2v0L0/black#62,,,2026-06-02
uhT2v,r1bq1rk1/pp2nppp/2n5/b7/3PB3/2P2N2/PP4PP/R1B1QRK1 b - - 0 15,c8g4 e4h7 g8h8 e1h4,1902,79,100,55,opening,https://lichess.org/3SZLAf7a/black#30,Vienna_Game Vienna_Game_Vienna_Gambit,,2026-06-01
uiAhD,r2bR3/5pkN/p2p1n1q/2p5/6P1/2QB1b2/PB6/6K1 w - - 0 29,h7f6 d8f6 c3f6 h6f6 b2f6 g7f6 e8a8 f3a8,2035,342,100,2,master middlegame,https://lichess.org/F8gaYt2p#57,,,2026-06-07
uiF4K,r1q3k1/3n2pp/2p1Rpn1/2Pp4/3P4/2BQ1NP1/5P1P/6K1 w - - 1 23,d3f5 d7f8 e6f6 g7f6 f5c8 a8c8,1769,92,100,29,master middlegame,https://lichess.org/UXc6qKBZ#45,,,2026-06-08
uiNfa,8/5k2/5ppp/4n3/1P1r1Q2/P6q/5P2/2R3K1 w - - 0 36,f4d4 e5f3,923,133,100,19,endgame,https://lichess.org/rGAghD0W#71,,,2026-06-03
uiYRY,r1b2k1r/pp2bP1p/2p3p1/8/2n2B2/2N4P/PPP3P1/2KR1R2 b - - 0 17,c8e6 f4h6,1162,315,100,2,middlegame,https://lichess.org/u1EWqrV2/black#34,Philidor_Defense Philidor_Defense_Other_variations,,2026-06-03
uj6KY,4r1k1/2p2pPp/r1p5/p3q3/3p4/8/P1PBnQPP/R4R1K b - - 3 20,e5g7 a1e1 c6c5 e1e2 e8e2 f2e2,2130,101,82,19,middlegame,https://lichess.org/qJNqnB32/black#40,,,2026-06-02
uj7Bo,5rk1/r4Npp/p3R3/1p1n4/3P4/1q2PQ2/6PP/5RK1 b - - 0 24,a7f7 f3f7 f8f7 e6e8 f7f8 f1f8,1324,209,100,16,middlegame,https://lichess.org/7uWni2A2/black#48,,,2026-06-03
ujJAV,r4rk1/1p1q1pp1/p4b1p/3B4/b7/1Q2PN2/PP3PPP/3R1RK1 w - - 1 21,d5f7 f8f7 d1d7 a4b3,825,271,100,3,middlegame,https://lichess.org/CZNrebBZ#41,,,2026-06-03
ujQvH,8/1p1k4/4p2p/1N4p1/bPP3P1/8/P2K4/8 b - - 4 34,a4b5 c4b5 h6h5 g4h5,1355,141,100,20,endgame,https://lichess.org/Gw93Itaz/black#68,,,2026-06-06
ujcv9,r7/pp4k1/2p1p2r/3p3Q/3P3P/2q1P3/P1P2P2/2K3R1 b - - 1 23,g7h7 h5f7 h7h8 f7g7,1139,225,100,36,endgame,https://lichess.org/33TbtjBU/black#46,,,2026-06-05
ukNP5,8/8/4kp1p/7P/5KP1/8/8/8 b - - 3 50,e6f7 f4f5 f7e7 f5g6,1240,78,100,106,endgame,https://lichess.org/sy7VLZ2j/black#100,,,2026-06-02
ukSLA,5r1k/p1pq2pp/bb6/3pB2Q/3P4/6P1/PP5P/3KR3 b - - 0 22,d7b5 e5g7 h8g8 g7f8 b5a4 d1c1,2031,143,100,8,middlegame,https://lichess.org/LuP0bS0p/black#44,,,2026-06-07
uklWl,r4rk1/1p2bppp/4p3/p1p1P3/P3PP2/1P1q1P2/3B1K1P/R2Q1R2 w - - 0 18,d2e3 e7h4 f2g2 d3e3,1101,93,100,27,middlegame,https://lichess.org/pPg9MOhL#35,French_Defense French_Defense_La_Bourdonnais_Variation,,2026-06-05
ukteY,7k/4Q2p/p5p1/q7/7P/5P2/2r3P1/1R5K b - - 0 29,a5c7 e7f8,1700,76,100,66,endgame,https://lichess.org/2quXcYub/black#58,,,2026-06-04
ul7gh,3r3k/6p1/p3R2q/3r1p1N/1P5Q/5P2/P4P1P/7K b - - 1 35,h6e6 h5f6,1685,91,100,52,endgame,https://lichess.org/v0WILCj7/black#70,,,2026-06-05
ulC8n,6k1/6p1/pB6/2pqP3/3n1P2/7P/1P4K1/1Q3R2 w - - 2 38,g2f2 d5f3 f2g1 d4e2 g1h2 f3g3 h2h1 g3h3,1323,125,100,23,endgame,https://lichess.org/74YLrvjP#75,,,2026-06-06
ulDaN,3rr1k1/5p2/p4Ppp/1p6/7Q/P3q2P/1P1p2P1/1R1R3K b - - 1 32,e3e1 d1e1 e8e1 b1e1 d2d1q e1d1 d8d1 h1h2,991,120,100,17,endgame,https://lichess.org/S7JVMwSF/black#64,,,2026-06-04
ulFCV,3r4/5Bkp/pn3bp1/6N1/8/8/4RPPP/1R4K1 w - - 1 32,b1b6 d8d1 e2e1 d1e1,861,130,100,21,endgame,https://lichess.org/rzfVFf4G#63,,,2026-06-05
ulG8X,k7/pp6/8/3p3P/2p1nQ2/2pN1P2/2P1K3/1R4q1 b - - 2 46,c4d3 e2d3 e4c5 d3c3,1367,100,100,21,endgame master,https://lichess.org/7X5ElHDZ/black#92,,,2026-06-07
ulck6,r4rk1/p4ppp/2Q1p1q1/4Pb2/3P4/2P5/PP4PP/R1B2RK1 w - - 1 17,c1f4 f5e4 c6e4 g6e4,1597,165,100,20,middlegame,https://lichess.org/2dE9bbDA#33,Queens_Pawn_Game Queens_Pawn_Game_Stonewall_Attack,,2026-06-06
uljUS,2k5/ppp2ppp/2n2r2/3Q4/3P2r1/2P3Bq/PP3P2/4RRK1 b - - 5 21,f6h6 e1e8 c6d8 d5d8,1105,89,100,57,middlegame,https://lichess.org/gdKohwhp/black#42,,,2026-06-01
um0IF,5k2/p1r2p1p/5Np1/r1P3P1/8/7P/2R4K/8 b - - 0 36,f8g7 f6e8 g7f8 e8c7,1387,121,100,68,endgame,https://lichess.org/U7lZiXzm/black#72,,,2026-06-04
um0jd,8/ppk2Np1/8/1Pp5/P2p2PP/8/2n2P2/6K1 w - - 0 32,h4h5 d4d3 g1f1 c2d4 f1e1 d4f3,1807,195,100,22,endgame,https://lichess.org/CEl5PBVH#63,,,2026-06-06
umKiA,4r3/p1p1k2p/3bp3/2p2p2/2P3Pq/1P1R1Q1P/P7/5RK1 w - - 0 23,g4f5 e8g8 g1h1 g8g3 f3g3 d6g3,1574,78,100,60,endgame,https://lichess.org/tNa0wlWD#45,,,2026-06-02
umX1u,1k6/1p6/1pp5/6Q1/1P3p1P/P7/5qPK/8 b - - 0 37,f4f3 g5g3 f2g3 h2g3 f3f2 g3f2,1823,83,100,35,endgame,https://lichess.org/djovGvcX/black#74,,,2026-06-04
umZ3n,1k4r1/ppp4p/8/3pP3/3Qn3/2P3BB/PP2q2P/R5K1 w - - 1 25,d4d5 g8g3 h2g3 e2f2 g1h1 e4g3,1803,79,100,45,middlegame,https://lichess.org/2Awf6oxU#49,,,2026-06-03
unP6O,4r2k/1P3Qpp/4rp2/4Nq2/8/5P1P/4R1PK/8 b - - 0 37,e6e5 f7e8 e5e8 e2e8,1470,271,100,8,endgame,https://lichess.org/WViyzIX6/black#74,,,2026-06-04
unrhG,4r3/1p5k/7p/p2Brp2/3Q4/5PbP/PP1R2P1/6K1 w - - 1 37,d2d1 e5e1 d1e1 e8e1,1163,115,100,32,endgame,https://lichess.org/HomG9Q9w#73,,,2026-06-06
unulv,r5k1/ppp3p1/4p1p1/3p3n/3P3P/P1N1Prq1/1PPKQ3/6RR b - - 1 18,f3f2 g1g3 f2e2 c3e2 h5g3 e2g3,1511,78,100,63,middlegame,https://lichess.org/sjm1baIu/black#36,Rapport-Jobava_System Rapport-Jobava_System_Other_variations,,2026-06-06
uoMGI,3rk1r1/B1Q1bp2/3p3p/3Pp1p1/2P1Pn2/2N2qP1/PP3P1P/2R1RK2 w - - 0 23,e1d1 f3h1,1982,126,100,33,middlegame,https://lichess.org/BvxajR1M#45,,,2026-06-05
uoXPK,1rr5/R2B4/R4kp1/3Pp2p/1q2np2/1P2Q2P/6P1/6K1 b - - 1 32,f6g5 h3h4 g5h6 d7f5 c8g8 e3e4 b4e4 f5e4,2158,87,100,37,middlegame,https://lichess.org/TQuOa908/black#64,,,2026-06-05
uokyi,r1bq1rk1/1p2b1p1/pnp1pn2/6N1/3P3P/P1N1P3/1PQ2PP1/2R1KB1R b K - 0 13,f6d5 c2h7,1219,131,100,11,opening,https://lichess.org/I6OOtZWV/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Orthodox_Defense,,2026-06-08
uosQo,5k2/6p1/1p2p2p/1B1bQpq1/P7/7P/5PP1/1Rr3K1 w - - 12 44,b1c1 g5g2,1633,76,100,63,endgame,https://lichess.org/3HC7TFpy#87,,,2026-06-01
uoxU2,5r1k/3Q4/1p1pp1qp/1P6/3P3B/2PKP3/2P4P/8 w - - 0 40,d3c4 g6c2 h4f6 f8f6 d7d8 h8g7,1956,104,100,24,endgame,https://lichess.org/kLJWDWuT#79,,,2026-06-01
up5nO,r2nk2r/pp1n2pp/3bpqb1/2pp2N1/5P2/3P2PP/PPPN2B1/R1BQR1K1 w kq - 4 14,g2d5 f6d4 g1g2 d4d5,1090,113,100,40,middlegame,https://lichess.org/f4W2z3K0#27,Hungarian_Opening Hungarian_Opening_Slav_Formation,,2026-06-06
upWOP,6k1/5pp1/p1p5/2Pp3p/3NrPn1/1PP4r/P7/RNB2RK1 w - - 5 24,f1f3 e4e1 f3f1 h3g3 g1h1 e1f1,1269,89,100,91,middlegame,https://lichess.org/JlZgLkcB#47,,,2026-06-02
upX7w,r2n1rk1/pb2q1b1/1p2p3/6PQ/3P4/B1P5/5PP1/R4RK1 b - - 4 22,e7f7 g5g6 f7g6 h5g6,1147,129,100,32,middlegame,https://lichess.org/C9y9lVrA/black#44,,,2026-06-02
upZIP,r7/2q2pbk/2np2pp/R2Pp3/1Q2P3/3BBP2/6PP/6K1 w - - 2 34,b4b6 c7b6 e3b6 c6a5,1452,87,100,46,middlegame,https://lichess.org/4lRRX9CZ#67,,,2026-06-05
upcsD,3r2k1/5p1p/p5p1/8/8/1P1pRK1P/P1rR1P2/8 w - - 8 32,d2c2 d3c2 e3c3 d8d3 c3d3 c2c1q,1185,162,100,20,endgame,https://lichess.org/LmLGXUk5#63,,,2026-06-01
uphaJ,8/8/p7/1p4p1/1P4k1/P5P1/5K2/8 b - - 1 50,g4h3 f2f3 g5g4 f3f4 h3g2 f4g4,1102,98,100,33,endgame,https://lichess.org/oO2Lr0wT/black#100,,,2026-06-05
uqATw,2R5/8/3k2p1/5pP1/3p1P2/1r2PK2/8/8 w - - 0 61,c8g8 b3e3 f3f2 e3e6 g8d8 d6c5,1599,225,100,2,endgame,https://lichess.org/IksgtC58#121,,,2026-06-07
uqWa1,1R6/p4pk1/7p/4p1p1/4r3/8/5PPP/1R4K1 w - - 0 31,b1b4 e4e1,931,178,100,13,endgame,https://lichess.org/lK7QkOJk#61,,,2026-06-01
uqXDR,3rr2Q/pp3pk1/3p4/4n1Bb/4q3/P5Q1/6P1/6K1 b - - 0 39,g7h8 g5f6 h8h7 g3g7,1230,140,100,17,middlegame,https://lichess.org/RxaiSkoa/black#78,,,2026-06-05
uqXUr,4rbkr/pppb2pp/3q2n1/3p2NQ/3P1B2/6P1/PPP2P1P/R4RK1 b - - 2 13,g6f4 h5f7,954,98,100,26,middlegame,https://lichess.org/Y0xYVurB/black#26,Four_Knights_Game Four_Knights_Game_Italian_Variation,,2026-06-03
uqZa1,r4r2/pp2qp1k/2n2pbp/3p4/3p1P1Q/3B3R/PPP3PP/R6K b - - 3 20,f8h8 h4h6 h7g8 h6h8,1356,221,100,25,middlegame,https://lichess.org/J4Cqcpls/black#40,,,2026-06-05
ur9R3,2r5/4pp1k/p3b1p1/2q4p/2PR4/2Q2PP1/P6P/K2R4 w - - 6 29,d4d8 c8d8 d1d8 c5g1 a1b2 g1b6,1712,333,100,1,endgame,https://lichess.org/5387WG97#57,,,2026-06-03
urMFw,8/1P3p1p/4p2k/3p4/8/1KQ1P3/8/5q2 b - - 0 45,f1b1 c3b2 b1d3 b3b4 d3c4 b4a5,1810,166,100,5,endgame,https://lichess.org/t3lx4BVN/black#90,,,2026-06-08
urVwB,5rk1/p6p/2p4q/2P1P1p1/P2p1nQ1/1P3pP1/5P2/3R1RK1 w - - 1 33,f1e1 f4h3 g1f1 h3f2,1367,124,100,34,endgame,https://lichess.org/lZu1qWzr#65,,,2026-06-08
urZfI,2r2rk1/pp2qppp/2np1n2/4p3/4P1P1/PP2BP2/1P1Q3P/1K1R1B1R w - - 0 17,d2d6 f8d8 d6e7 d8d1 b1c2 d1f1 e7f7 g8f7,2231,111,100,22,master middlegame,https://lichess.org/3ehPWToP#33,Sicilian_Defense Sicilian_Defense_Other_variations,,2026-06-08
urbZJ,6Q1/8/2R5/8/1p6/3n4/2k1Kn2/q7 b - - 2 40,a1c3 g8a2 d3b2 c6c3 c2c3 e2f2,1795,96,100,33,endgame,https://lichess.org/aVGHdfvi/black#80,,,2026-06-07
urneI,4r1k1/5Qpp/p2p4/3P4/2P5/P3r2q/1P6/2KR1R2 b - - 1 25,g8h8 f7f8 e8f8 f1f8,1072,88,100,53,endgame,https://lichess.org/yRM3xJj7/black#50,,,2026-06-01
urrkz,r4r1k/ppb3pp/8/2p3q1/4Rn2/1QP5/PP1N1PPP/R1B3K1 w - - 5 18,d2f3 g5g2,1338,106,100,42,middlegame,https://lichess.org/UszyaF4h#35,Queens_Pawn_Game Queens_Pawn_Game_Zukertort_Variation,,2026-06-07
ursbp,2r4k/p4prp/1qp2Q2/8/B7/P6b/1P3PPP/2R2RK1 w - - 1 22,c1c6 c8c6 a4c6 h3g2,1884,91,100,30,middlegame,https://lichess.org/rXbH4Arz#43,,,2026-06-05
usDeO,2krr3/pp3Q2/2p3p1/8/3q3P/3R4/PPPb2P1/2KR4 w - - 0 24,d3d2 d4d2 d1d2 e8e1 d2d1 e1d1,1308,200,100,11,endgame,https://lichess.org/mlOQZskq#47,,,2026-06-05
usK6w,3r2k1/1R4Rp/p2qp3/5n1B/7n/5Q1P/P4PP1/6K1 b - - 0 29,f5g7 f3f7 g8h8 f7g7,1175,216,100,5,middlegame,https://lichess.org/3QQGpRVL/black#58,,,2026-06-08
